SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,Hash
398,Asase-ya,Asase-ya,Asase-ya is the goddess of fertility and love of the Ghanaian people,Female,Hair: Brown Curly bun. Eyes: Deep Brown. Teeth: None. Clothing: Multicoloured Kento. Accessories: Pipe. Expression: Amused. Strength: Lovefist. Weakness: Easily Deceived.,80b51092-3fbc-4d0c-8518-fc461ccb6c80,4e8a4bdede8eec61bb340fc408828d6ae486883956c6852ff529f05272c22be7
399,Yemoja,Yemoja,Yemoja is the stylish yoruba goddess of the rivers.,Female,Hair: Orange Pigtail. Eyes: Dark brown. Teeth: None. Clothing: Black Patterned Kento. Accessories: Hair Clip. Expression: Dismayed. Strength: None. Weakness: None.,1693b44d-96cf-4c2d-89be-9f4219c28447,728c58bb9fec202c3b86c9f759a5e6bd54a26ade90747bc72a91fd5d9a9f86d5
400,Yemaya,Yemaya,Yemaya is the Ghana goddess of rivers and waters.,Female,Hair: Orange Afro. Eyes: Brown. Teeth: None. Clothing: Yellow Patterned Kento. Accessories: None. Expression: Hopeful. Strength: None. Weakness: None.,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,4893f1aab70bfb25c9f0ec55706abba59cdba4e06584ce132d6b59514cf5ed3d
401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,female,Hair: Black low cut. Eyes: Brown. Teeth: None. Clothing: Animal print dress. Accessories: Ankara beret.  Expression: Smirking. Strength: Curiosity. Weakness: Short sighted ,87bcc41f-eb3e-4ba2-9645-223c949a9b50,51429bc1bed6f99394025e215ced8ddf678bd53c75aad3ce60dd475b7524a458
402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,female, Hair: Orange bun. Eyes: Closed. Teeth: None. Clothing: Ankara mixed with black material dress. Accessories: None. Expression: Unethusiastic.  Strength: Fashion. Weakness: Shy,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,,dd6d5a46ca316be08118b4f9622980a105b447282c7adcc4d7106c83595ca608
403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!,female,Hair: Purple dreadlocks. Eyes: Closed. Teeth: None. Clothing: Blue one hand dress. Accessories: None. Expression: Unfazed. Strength: Intellect. Weakness: Impatient,d1556c97-9075-49fc-8bde-1826bfc2dbe1,b53231e7e1f4da2ba716827089fe790fbef482524eefe3857683029bab22544a
404,pretty-betty,pretty betty,Betty is always proud of her beauty.,female, Hair: Orange bob. Eyes: Closed. Teeth: None. Clothing: Orange one hand ankara print. Accessories: None. Expression: Stoic. Strength: Beauty. Weakness: Pride,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,,f0b97e8395bc135b631a63ca4be02d4a0b987d34fd20492ccd2c9ef63ed9febf
405,lola-medusa,lola medusa,Lola knows how to seduce every guys she is into.,female,Hair: Long red braids. Eyes: Closed. Teeth: None. Clothing: Geometric ankara print. Accessories: None. Expression: Unfazed. Strength: Seduction. Weakness: Narcissism,32ec57f7-8272-4671-ad2d-db3dff99fe9f,7a3fa498d1af94294e8fe51365192d02c114384ca6d266dfee4b621bcf79d4a2
406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,female,Hair: Brunette bob. Eyes: Brown. Teeth: None. Clothing: Blue and yellow ankara print dress. Accessories: None. Expression: Moody. Strength: Ideation. Weakness: Procrastination ,59d19b13-09e2-412e-a669-df020e03ae10,f40a8301848620b73df8ee1112b7300411ccf2924bffb300d8641145185a7576
407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,female,Hair: Two brunette buns. Eyes: Brown. Teeth: None. Clothing: Ankara  dungarees. Accessories: Tobacco pipe. Expression: Happy. Strength: Fighting. Weakness: Bossy ,d08af477-de20-4780-8449-46b87840b9fa,0538f55a7706d6a7fe399a80fe6917d407cb3bfa96723c73afda741dcd886089
408,afro-star,afro star,Bimbo is an afro star with great affluence.,female,Hair: Orange afro. Eyes: Brown. Teeth: None. Clothing: Ghana kente cloth. Accessories: None. Expression: Inspired. Strength: Money. Weakness: Aggresive ,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,293159ff8a6f88a6ee909b0f7df193b746d3c40f3f9e468a43b7726b9376b58a
409,fiesty-sandra,fiesty sandra,"Sandra is a social animal, correct owambe ambassador.",female,"Hair: Brown bun. Eyes: Brown, Teeth: None, Clothing: Yellow ankara dress. Accessories: Purple bubblegum. Expression: None. Strength: Relating with people. Weakness: Short attention span",d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,d22bd3099e14b5a875f4477e8cee0953b625d78b505c74d2530f95bc8912f65b
410,sister-nkechi-sabi,sister nkechi sabi,"Nkechi is the true definition of amebo, always in peoples business.",female,Hair: Black low cut. Eyes: Brown. Teeth: None. Clothing: Yellow patterned ankara dress. Accessories: Ankara beret.  Expression: None. Strength: Amebo. Weakness: Keeping quiet.,a728a380-1d33-4080-841d-80b041474d8f,7577918e94e081c4b7dc3057c4b3834d16c43d23278f2bdf2ad7d61445834644
411,unfriendly-gina,unfriendly gina,"Gina is an angry one, she has no friends but she has a lot of money.",female,"Hair: Orange bun. Eyes: Brown. Teeth: None, Clothing: Animal print dress. Accessories: None. Expression: Stoic. Strength: Anger. Weakness: Peace",dd30a327-8a74-40a5-8207-19a790508ccc,10fbad915d87e60d6e3f01e782f0e5be3b29f79d88a76f5f67fc353998bdad2a
412,dada-ganster,dada ganster,"Dada respects no one, always finds pleasure terrorising others.",female,"Hair: Purple dreadlocks. Eyes: Brown, Teeth: Vampiric, Clothing: Ankara mixed with black material dress. Accessories: None. Expression: Annoyed. Strength: Finding trouble. Weakness: Impulsive",e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,cb3c0e6391368cfb16603d1d37e0acaa9ec3611d9571e9f8be2b0a0c1b8c17dd
413,idoncare-linda,idoncare linda,"Linda is a beautiful but very annoying girl, she turns every thing into an argument.",female,Hair: Orange bob. Eyes: Brown. Teeth: None. Clothing: Blue one hand dress. Accessories: None. Expression: Mischievous. Strength: Instigationg arguments. Weakness: Needs to be right,ed04b47c-ae98-4db2-b71b-04d7bb976d45,a1901df6ef0bd4d69d4cf3e3d922148b1d91b9cbbb3dba84071e7b3c64e61c3b
414,doubting-vivian,doubting vivian,"Vivian just like the thomas in the bible, she doubts all.",female,Hair: Long red braids. Eyes: Brown. Teeth: None. Clothing: Red ankara one hand dress. Accessories: None. Expression: Pissed. Strength: Logic. Weakness: Trust issues,a0282797-44ef-4bfb-a701-e4ed5e727d63,49cf65f350e79ea94830b036d005b4e15662ab593d51da4f2356e2495234fff6
415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,female,Hair: Two orange buns. Eyes: Brown. Teeth: None. Clothing: Geometric ankara dress. Accessories: None. Expression: Annoyed. Strength: Communication. Weakness: Stubborn,1f99104c-e98b-4c9a-9891-00a481e86008,f9d22120434a7c565ba872a2fad56c1bd409bbdcffbb5d13c0a711e16631d42d
416,bambi-tekno,bambi tekno,Bambi is the dancer of the team.,female,Hair: Brown low buns. Eyes: None. Teeth: None. Clothing: Brown ankara dress.  Accessories: Yellow sunglasses. Expression: Cool. Strength: Dancing. Weakness: Procrastinating,95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,1d1639bbf1d936a78f69f6ff9df9d8e3afc9c7c9d1553a7a5fd2b18be891bac1
417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,male,Hair: None. Eyes: None. Teeth: None. Clothing: Black and blue shirt. Accessories: Purple cap and yellow sunglasses. Expression: None. Strength: Confidence. Weakness: Listening to others,bd98f74f-e42e-494e-8298-3183555ca666,a0f0192ad7b02c2828fca7a6abffd46851872a2cfa8736f56381b793fe4dc018
418,king-of-boys,king of boys,Busayo finds her way in ruling the boys and that's why she's king of boys.,female,Hair: Black buns. Eyes: None. Teeth: None. Clothing: One hand patterned ankara dress.  Accessories: Cigarette pipe and yellow sunglasses. Expression: Stoned. Strength: Confidence. Weakness: Wickedness,a650e79c-f964-4eb1-aa89-f9c1dbdede76,71bea8743b47bd878fa8da404ab5a4256b2d9efe3385c0eb83cc9ee6a0f06e35
419,funky-alte-pop,funky alte pop,"Funke is always the life of every party, strong gen z advocate.",female,"Hair:  Two red buns. Eyes: None. Teeth: None. Clothing: One hand patterned ankara dress. Acessories Yellow sun shades, Expression: Rugged. Strength: Music. Weakess: Selfish",b6753a8b-6127-4e97-812b-99e465791ba3,db42d8cb0891297b13ba6bd3d2b1e8d5cb47e4f76e93ebdc95497372a0aab383
420,madame-ngozi,madame ngozi,Ngozi make heads turn with her beautiful collection of materials from all over africa.,female,Hair: Red afro. Eyes: None. Teeth: None. Clothing: Ghana kente dress. Accessories: Yellow sunglasses. Expression: Pissed. Strength: Money. Weakness: Pride,7ecdbb1d-9a89-4136-b240-499051836979,c4e0d70bd70906fc9ee4738cfad9bafb8b8f683a6d0c7562e82cdcee93ab74e1
